gvkey,year,exec_fullname,gender,age,joined_co,leftco,ceoann,becameceo,leftofc,salary,total_curr
11234,2016,"Stanley A. Sewitch, Jr.",MALE,63.0,,,,,,236.984,236.984
11234,2016,Richard T. Clampitt,MALE,61.0,,,,,,234.15,234.15
11234,2017,Garry O. Ridge,MALE,61.0,1987/01/01,,CEO,1997/10/01,,642.4159999999998,642.4159999999998
11234,2017,Michael L. Freeman,MALE,64.0,,,,,,332.585,332.585
11234,2017,William B. Noble,MALE,59.0,,,,,,282.56,282.56
11234,2017,Jay W. Rembolt,MALE,66.0,,,,,,308.664,308.664
11234,2017,"Stanley A. Sewitch, Jr.",MALE,64.0,,,,,,244.09400000000002,244.09400000000002
11234,2017,Richard T. Clampitt,MALE,62.0,,,,,,245.854,245.854
11234,2017,Steven A. Brass,MALE,51.0,,,,,,291.0,291.0
10867,2015,John J. Koraleski,MALE,64.0,,,,,,975.0,975.0
10867,2015,"Robert M. Knight, Jr.",MALE,57.0,,,,,,566.1669999999998,1916.1670000000001
10867,2015,Lance M. Fritz,MALE,52.0,,,CEO,2015/02/05,,966.0,2966.0
10867,2015,Diane K. Duren,FEMALE,55.0,,,,,,477.5,1267.5
10867,2015,Eric L. Butler,MALE,54.0,,,,,,477.5,1307.5
10867,2015,Cameron A. Scott,MALE,52.0,,,,,,416.667,1276.667
10867,2015,Elizabeth F. Whited,FEMALE,49.0,,,,,,274.5,569.5
10867,2016,"Robert M. Knight, Jr.",MALE,58.0,,,,,,575.0,1850.0
10867,2016,Lance M. Fritz,MALE,53.0,,,CEO,2015/02/05,,1000.0,2850.0
10867,2016,Diane K. Duren,FEMALE,56.0,,,,,,485.0,1255.0
10867,2016,Eric L. Butler,MALE,55.0,,,,,,485.0,1265.0
10867,2016,Cameron A. Scott,MALE,53.0,,,,,,457.5,1272.5
10867,2016,Rhonda S. Ferguson,FEMALE,47.0,,,,,,200.0,920.0
10867,2016,Elizabeth F. Whited,FEMALE,50.0,,,,,,288.33299999999997,573.3330000000002
10867,2016,Lynden L. Tennison,MALE,56.0,,,,,,377.0,1017.0
10867,2017,"Robert M. Knight, Jr.",MALE,59.0,,,,,,586.6669999999998,2086.667
10867,2017,Lance M. Fritz,MALE,54.0,,,CEO,2015/02/05,,1083.333,3183.333
10867,2017,Eric L. Butler,MALE,56.0,,,,,,495.0,1413.0
10867,2017,Cameron A. Scott,MALE,54.0,,,,,,490.667,1375.6670000000001
10867,2017,Rhonda S. Ferguson,FEMALE,48.0,,,,,,433.333,1258.333
10867,2017,Elizabeth F. Whited,FEMALE,51.0,,,,,,396.5,1171.5
10867,2017,Lynden L. Tennison,MALE,57.0,,,,,,386.167,1061.167
1414,2015,Glenn Jackson Williams,MALE,56.0,,,CEO,2015/04/01,,700.0,700.0
1414,2015,"John Aurelius Addison, Jr.",MALE,58.0,,,,1999/01/01,2015/04/01,190.34099999999998,190.34099999999998
1414,2015,Donald Richard Williams,MALE,59.0,,,,1999/01/01,2015/04/01,190.34099999999998,190.34099999999998
1414,2015,Alison Sue Rand,FEMALE,47.0,,,,,,487.5,487.5
1414,2015,Peter Wayne Schneider,MALE,59.0,,,,,,525.0,525.0
1414,2015,Gregory Carl Pitts,MALE,52.0,,,,,,487.5,487.5
1414,2015,William Addams Kelly,MALE,59.0,,,,,,428.708,453.708
1414,2016,Glenn Jackson Williams,MALE,57.0,,,CEO,2015/04/01,,750.0,750.0
1414,2016,Alison Sue Rand,FEMALE,48.0,,,,,,500.0,500.0
1414,2016,Peter Wayne Schneider,MALE,60.0,,,,,,550.0,550.0
1414,2016,Gregory Carl Pitts,MALE,53.0,,,,,,500.0,500.0
1414,2016,William Addams Kelly,MALE,60.0,,,,,,450.0,450.0
1414,2017,Glenn Jackson Williams,MALE,58.0,,,CEO,2015/04/01,,750.0,750.0
1414,2017,Alison Sue Rand,FEMALE,49.0,,,,,,500.0,500.0
1414,2017,Peter Wayne Schneider,MALE,61.0,,,,,,550.0,550.0
1414,2017,Gregory Carl Pitts,MALE,54.0,,,,,,500.0,500.0
1414,2017,William Addams Kelly,MALE,61.0,,,,,,461.25,461.25
163946,2015,Douglas C. Barnard,MALE,56.0,,,,,,500.0,500.0
163946,2015,Philipp P. Koch,MALE,63.0,,,,,,500.0,500.0
163946,2015,W. Anthony Will,MALE,49.0,,,CEO,2014/01/02,,1000.0,1000.0
163946,2015,Bert A. Frost,MALE,50.0,,,,,,525.0,525.0
163946,2015,Dennis P. Kelleher,MALE,51.0,,,,,,575.0,575.0
163946,2016,Douglas C. Barnard,MALE,57.0,,,,,,530.0,530.0
163946,2016,W. Anthony Will,MALE,50.0,,,CEO,2014/01/02,,1150.0,1150.0
163946,2016,Bert A. Frost,MALE,51.0,,,,,,575.0,575.0
163946,2016,Dennis P. Kelleher,MALE,52.0,,,,,,625.0,625.0
163946,2016,Christopher D. Bohn,MALE,48.0,,,,,,500.0,500.0
163946,2017,Douglas C. Barnard,MALE,58.0,,,,,,530.0,530.0
163946,2017,W. Anthony Will,MALE,51.0,,,CEO,2014/01/02,,1150.0,1150.0
163946,2017,Bert A. Frost,MALE,52.0,,,,,,575.0,575.0
163946,2017,Dennis P. Kelleher,MALE,53.0,,,,,,625.0,625.0
163946,2017,Christopher D. Bohn,MALE,49.0,,,,,,500.0,500.0
28477,2015,Anthony L. Trunzo,MALE,52.0,,,,,,215.297,215.297
28477,2015,Thomas A. Surran,MALE,52.0,,,,,,501.154,501.154
28477,2015,Todd M. DuChene,MALE,51.0,,,,,,404.346,404.346
28477,2015,Jeffrey D. Frank,MALE,58.0,,,,,,330.481,330.481
28477,2015,Amit Singhi,MALE,49.0,,,,,,143.846,143.846
28477,2015,David A. Muessle,MALE,60.0,,,,,,380.43300000000005,380.43300000000005
28477,2015,Andrew C. Teich,MALE,54.0,,,CEO,2013/05/19,,831.7310000000001,831.7310000000001
28477,2016,Thomas A. Surran,MALE,53.0,,,,,,502.43800000000016,502.43800000000016
28477,2016,Todd M. DuChene,MALE,52.0,,,,,,408.085,408.085
28477,2016,Jeffrey D. Frank,MALE,59.0,,,,,,328.1230000000001,328.1230000000001
28477,2016,Amit Singhi,MALE,50.0,,,,,,431.092,431.092
28477,2016,Andrew C. Teich,MALE,55.0,,,CEO,2013/05/19,,835.7310000000001,835.7310000000001
28477,2017,Thomas A. Surran,MALE,54.0,,,,,,497.67199999999997,497.67199999999997
28477,2017,Todd M. DuChene,MALE,53.0,,,,,,420.661,420.661
28477,2017,Jeffrey D. Frank,MALE,60.0,,,,,,337.3,337.3
28477,2017,Amit Singhi,MALE,51.0,,,,,,286.407,286.407
28477,2017,James J. Cannon,MALE,46.0,,,,2017/06/19,,390.385,3887.2540000000004
28477,2017,Carol P. Lowe,FEMALE,51.0,,,,,,50.0,50.0
28477,2017,Shane R. Harrison,MALE,40.0,,,,,,281.123,359.12300000000016
28477,2017,Travis D. Merrill,MALE,40.0,,,,,,339.64599999999996,339.64599999999996
28477,2017,Andrew C. Teich,MALE,56.0,,,CEO,2013/05/19,,764.492,1397.092
28742,2015,James R. Verrier,MALE,52.0,,,CEO,2013/01/01,2018/08/01,1150.0,1150.0
28742,2015,Ronald T. Hundzinski,MALE,56.0,,,,,,612.25,612.25
28742,2015,Frdric B. Lissalde,MALE,47.0,,,,2018/08/01,,577.369,577.369
28742,2015,Brady D. Ericson,MALE,43.0,,,,,,415.0,415.0
28742,2015,Joseph F. Fadool,MALE,48.0,,,,,,416.25,416.25
28742,2016,John J. Gasparovic,MALE,58.0,,,,,,477.25,477.25
28742,2016,James R. Verrier,MALE,53.0,,,CEO,2013/01/01,2018/08/01,1245.0,1245.0
28742,2016,Ronald T. Hundzinski,MALE,57.0,,,,,,665.75,665.75
28742,2016,Frdric B. Lissalde,MALE,48.0,,,,2018/08/01,,606.63,606.63
28742,2016,Stefan Demmerle,MALE,51.0,,,,,,442.75,442.75
28742,2017,John J. Gasparovic,MALE,59.0,,,,,,507.0,507.0
28742,2017,James R. Verrier,MALE,54.0,,,CEO,2013/01/01,2018/08/01,1260.0,1260.0
28742,2017,Ronald T. Hundzinski,MALE,58.0,,,,,,708.75,708.75
28742,2017,Frdric B. Lissalde,MALE,49.0,,,,2018/08/01,,673.173,673.173
28742,2017,Tonit M. Calaway,FEMALE,49.0,,,,,,477.5,918.4860000000001
65552,2015,Steven Humphreys,MALE,54.0,1996/07/01,,,2015/09/09,1999/07/01,108.712,108.712
65552,2015,Jason Hart,MALE,44.0,,,CEO,2013/09/01,2015/09/09,350.0,350.0
65552,2015,Brian Charles Nelson,MALE,56.0,,,,,,295.0,295.0
65552,2015,Steven Finney,MALE,55.0,,,,,,203.75,203.75
65552,2016,Steven Humphreys,MALE,55.0,1996/07/01,,CEO,2015/09/09,1999/07/01,350.0,554.1669999999998
65552,2016,Jason Hart,MALE,45.0,,,,2013/09/01,2015/09/09,30.471999999999998,30.471999999999998
65552,2016,Steven Finney,MALE,56.0,,,,,,331.25,331.25
65552,2017,Steven Humphreys,MALE,56.0,1996/07/01,,CEO,2015/09/09,1999/07/01,350.0,437.5
65552,2017,Steven Finney,MALE,57.0,,,,,,215.02599999999998,215.02599999999998
65552,2017,Sandra Wallach,FEMALE,52.0,,,,,,221.83700000000002,221.83700000000002
64223,2015,David R. Little,MALE,63.0,,,CEO,1996/01/01,,600.0,600.0
64223,2015,"David C. Vinson, Sr.",MALE,64.0,,,,,,150.0,150.0
64223,2015,Mac McConnell,MALE,62.0,,,,,,170.0,170.0
64223,2015,John J. Jeffery,MALE,47.0,,,,,,150.0,150.0
64223,2015,Kent Yee,MALE,40.0,,,,,,150.0,150.0
64223,2015,Todd Hamlin,MALE,43.0,,,,,,150.0,150.0
64223,2015,Wayne Crane,MALE,53.0,,,,,,250.0,250.0
64223,2016,David R. Little,MALE,64.0,,,CEO,1996/01/01,,551.3580000000002,551.3580000000002
64223,2016,"David C. Vinson, Sr.",MALE,65.0,,,,,,156.154,156.154
64223,2016,Mac McConnell,MALE,63.0,,,,,,156.923,156.923
64223,2016,John J. Jeffery,MALE,48.0,,,,,,156.154,156.154
64223,2016,Kent Yee,MALE,41.0,,,,,,156.154,156.154
64223,2016,Todd Hamlin,MALE,44.0,,,,,,156.154,156.154
64223,2016,Christopher T. Gregory,MALE,40.0,,,,,,112.615,112.615
64223,2017,David R. Little,MALE,65.0,,,CEO,1996/01/01,,540.0,540.0
64223,2017,"David C. Vinson, Sr.",MALE,66.0,,,,,,162.481,162.481
64223,2017,Mac McConnell,MALE,64.0,,,,,,162.481,162.481
64223,2017,John J. Jeffery,MALE,49.0,,,,,,162.481,162.481
64223,2017,Kent Yee,MALE,42.0,,,,,,162.481,162.481
64223,2017,Todd Hamlin,MALE,45.0,,,,,,162.48,162.48
64223,2017,Christopher T. Gregory,MALE,41.0,,,,,,127.835,127.835
156676,2015,Timothy S. Rausch,MALE,50.0,,,,,,489.745,489.745
156676,2015,Jeremy R. McGuire,MALE,43.0,,,,,,466.958,466.958
156676,2015,Paul A. Farr,MALE,47.0,,,CEO,2015/06/01,2016/12/01,895.3589999999997,895.3589999999997
156676,2015,"Clarence Joseph Hopf, Jr.",MALE,59.0,,,,,,345.833,345.833
156676,2015,James E. Schinski,MALE,55.0,,,,,,393.75,393.75
31607,2015,James J. Truchard,MALE,72.0,1976/01/01,,CEO,1976/01/01,2016/12/31,0.001,0.001
31607,2015,"Alexander M. Davern, CPA, CPA",MALE,48.0,1994/02/01,,,2017/01/01,2020/01/31,550.0,550.0
31607,2015,Eric Howard Starkloff,MALE,40.0,,,,2020/02/01,,331.25,331.25
31607,2015,Scott A. Rust,MALE,48.0,,,,,,307.25,308.25
31607,2016,James J. Truchard,MALE,73.0,1976/01/01,,CEO,1976/01/01,2016/12/31,0.001,0.001
31607,2016,"Alexander M. Davern, CPA, CPA",MALE,49.0,1994/02/01,,,2017/01/01,2020/01/31,550.0,550.0
31607,2016,Eric Howard Starkloff,MALE,41.0,,,,2020/02/01,,356.25,356.25
31607,2016,Scott A. Rust,MALE,49.0,,,,,,336.25,336.25
31607,2017,"Alexander M. Davern, CPA, CPA",MALE,50.0,1994/02/01,,CEO,2017/01/01,2020/01/31,700.0,700.0
31607,2017,Eric Howard Starkloff,MALE,42.0,,,,2020/02/01,,400.0,401.0
31607,2017,Scott A. Rust,MALE,50.0,,,,,,355.0,355.0
31607,2017,John Charles Roiko,MALE,59.0,,,,,,268.0,268.0
31607,2017,Karen M. Rapp,FEMALE,49.0,,,,,,241.58700000000002,241.58700000000002
27215,2017,Christopher Scott Fleming,MALE,49.0,,,,,,300.0,340.0
27215,2017,Dennis Robert Vigneau,MALE,50.0,,,,,,440.0,513.3330000000002
27215,2017,Rosanne Boehm,FEMALE,58.0,,,,,,275.0,311.6670000000001
27215,2017,"Eric Lund Marhoun, Esq.",MALE,54.0,,,,,,350.0,408.333
27215,2017,Christopher James Littlefield,MALE,50.0,,,CEO,2017/11/30,2018/12/01,800.0,800.0
27215,2017,Douglas B. Newton,MALE,38.0,,,,,,0.0,0.0
6639,2015,Mary E. Junck,FEMALE,68.0,1999/05/11,,CEO,2001/01/01,2016/02/17,900.0,900.0
6639,2015,Carl G. Schmidt,MALE,59.0,,,,,,407.0,407.0
6639,2015,Kevin D. Mowbray,MALE,53.0,,,,2016/02/17,,542.0,542.0
6639,2015,Paul M. Farrell,MALE,60.0,,,,,,332.5,332.5
6639,2015,Ronald A. Mayo,MALE,54.0,,,,,,197.917,197.917
6639,2015,James A. Green,MALE,49.0,,,,,,323.334,323.334
6639,2016,Mary E. Junck,FEMALE,69.0,1999/05/11,,,2001/01/01,2016/02/17,696.8589999999997,696.8589999999997
6639,2016,Kevin D. Mowbray,MALE,54.0,,,CEO,2016/02/17,,639.764,639.764
6639,2016,Michael R. Gulledge,MALE,56.0,,,,,,335.0,335.0
6639,2016,Ronald A. Mayo,MALE,55.0,,,,,,504.167,504.167
6639,2016,James A. Green,MALE,50.0,,,,,,340.0,340.0
6639,2017,Mary E. Junck,FEMALE,70.0,1999/05/11,,,2001/01/01,2016/02/17,575.0,575.0
6639,2017,Kevin D. Mowbray,MALE,55.0,,,CEO,2016/02/17,,737.5,737.5
6639,2017,Ronald A. Mayo,MALE,56.0,,,,,,525.0,525.0
6639,2017,Nathan E. Bekke,MALE,48.0,,,,,,326.25,326.25
6639,2017,John M. Humenik,MALE,54.0,,,,,,335.0,335.0
12266,2015,Clarence L. Werner,MALE,77.0,1956/01/01,,,2015/08/27,2016/05/10,10.0,10.0
12266,2015,Gary L. Werner,MALE,57.0,1980/01/01,,,,,505.0,505.0
12266,2015,Gregory L. Werner,MALE,55.0,1981/01/01,,CEO,2007/02/08,2015/08/27,484.615,484.615
12266,2015,Derek J. Leathers,MALE,45.0,1999/01/01,,,2016/05/10,,519.0,839.0
12266,2015,John J. Steele,MALE,57.0,1989/01/01,,,,,235.0,350.0
12266,2015,James A. Mullen,MALE,46.0,,,,,,362.0,482.0
12266,2016,Clarence L. Werner,MALE,78.0,1956/01/01,,,2015/08/27,2016/05/10,10.0,10.0
12266,2016,Gary L. Werner,MALE,58.0,1980/01/01,,,,,69.923,69.923
12266,2016,Derek J. Leathers,MALE,46.0,1999/01/01,,CEO,2016/05/10,,525.964,1075.964
12266,2016,John J. Steele,MALE,58.0,1989/01/01,,,,,245.12,360.12
12266,2016,James A. Mullen,MALE,47.0,,,,,,358.19699999999995,478.19699999999995
12266,2016,Jim S. Schelble,MALE,55.0,,,,,,245.148,385.148
12266,2016,James L. Johnson,MALE,52.0,,,,,,258.36,383.36
12266,2016,H. Marty Nordlund,MALE,54.0,,,,,,307.264,507.264
12266,2017,Derek J. Leathers,MALE,47.0,1999/01/01,,CEO,2016/05/10,,700.0,700.0
12266,2017,John J. Steele,MALE,59.0,1989/01/01,,,,,264.286,264.286
12266,2017,Jim S. Schelble,MALE,56.0,,,,,,310.0,310.0
12266,2017,James L. Johnson,MALE,53.0,,,,,,308.133,308.133
12266,2017,H. Marty Nordlund,MALE,55.0,,,,,,375.0,375.0
64135,2015,David V. Meghreblian,MALE,56.0,,,,,,236.833,236.833
64135,2015,Ray C. Dillon,MALE,59.0,2003/07/01,,CEO,2003/07/01,2016/10/10,578.0,578.0
64135,2015,Kent L. Streeter,MALE,54.0,2003/11/16,,,,,293.0,293.0
64135,2015,Kenneth D. Mann,MALE,55.0,,,,,,361.0,361.0
64135,2015,"Jim F. Andrews, Jr.",MALE,51.0,,,,,,269.0,269.0
64135,2016,David V. Meghreblian,MALE,57.0,,,,,,242.167,242.167
64135,2016,Ray C. Dillon,MALE,60.0,2003/07/01,,CEO,2003/07/01,2016/10/10,448.691,448.691
64135,2016,Kent L. Streeter,MALE,55.0,2003/11/16,,,,,293.0,293.0
64135,2016,Kenneth D. Mann,MALE,56.0,,,,,,361.833,361.833
64135,2016,"Jim F. Andrews, Jr.",MALE,52.0,,,,,,275.83299999999997,275.83299999999997
64135,2016,D. Mark Leland,MALE,54.0,,,,2016/10/10,2017/03/08,131.532,131.532
10609,2015,Melvin J. Gordon,MALE,95.0,,,,,2015/01/20,166.5,166.5
10609,2015,Ellen R. Gordon,FEMALE,83.0,,,CEO,2015/01/20,,999.0,2928.0
10609,2015,"John W. Newlin, Jr.",MALE,78.0,,,,,,999.0,1432.5
10609,2015,Thomas E. Corr,MALE,66.0,,,,,,999.0,1458.5
10609,2015,"G. Howard Ember, Jr.",MALE,62.0,,,,,,890.0,1226.0
10609,2015,Barry P. Bowen,MALE,59.0,,,,,,555.0,731.0
10609,2015,Stephen P. Green,MALE,56.0,,,,,,442.25,507.25
10609,2016,Ellen R. Gordon,FEMALE,84.0,,,CEO,2015/01/20,,999.0,2980.0
10609,2016,"John W. Newlin, Jr.",MALE,79.0,,,,,,999.0,1453.0
10609,2016,Thomas E. Corr,MALE,67.0,,,,,,999.0,1480.0
10609,2016,"G. Howard Ember, Jr.",MALE,63.0,,,,,,920.0,1274.0
10609,2016,Barry P. Bowen,MALE,60.0,,,,,,574.0,759.5
10609,2016,Stephen P. Green,MALE,57.0,,,,,,455.25,525.25
10609,2017,Ellen R. Gordon,FEMALE,85.0,,,CEO,2015/01/20,,999.0,2980.0
10609,2017,Thomas E. Corr,MALE,68.0,,,,,,999.0,1480.0
10609,2017,"G. Howard Ember, Jr.",MALE,64.0,,,,,,950.0,1304.0
10609,2017,Barry P. Bowen,MALE,61.0,,,,,,593.0,778.5
10609,2017,Stephen P. Green,MALE,58.0,,,,,,542.375,712.375
11854,2015,Bradley Mize Shuster,MALE,60.0,,,CEO,2012/04/01,2019/01/01,600.0,1710.0
11854,2015,Glenn Farrell,MALE,62.0,,,,,,375.0,847.5
11854,2015,Claudia J. Merkle,FEMALE,56.0,,,,2019/01/01,,358.333,861.933
11854,2015,William J. Leatherberry,MALE,44.0,,,,,,358.333,811.933
11854,2016,Bradley Mize Shuster,MALE,61.0,,,CEO,2012/04/01,2019/01/01,668.75,2066.903
11854,2016,Glenn Farrell,MALE,63.0,,,,,,375.0,1009.2610000000001
11854,2016,Claudia J. Merkle,FEMALE,57.0,,,,2019/01/01,,407.917,1110.11
11854,2017,Bradley Mize Shuster,MALE,62.0,,,CEO,2012/04/01,2019/01/01,781.25,781.25
11854,2017,Claudia J. Merkle,FEMALE,58.0,,,,2019/01/01,,461.667,461.667
11854,2017,Adam S. Pollitzer,MALE,37.0,,,,,,290.265,290.265
174389,2015,Gary L. Lauer,MALE,62.0,,,CEO,1999/12/01,2016/05/31,650.0,650.0
174389,2015,Stuart M. Huizinga,MALE,52.0,,,,,,325.0,325.0
174389,2015,Robert S. Hurley,MALE,55.0,,,,,,265.2,265.2
174389,2015,William T. Shaughnessy,MALE,50.0,,,,,,525.0,525.0
174389,2015,Tom G. Tsao,MALE,44.0,,,,,,350.0,350.0
174389,2016,Gary L. Lauer,MALE,63.0,,,,1999/12/01,2016/05/31,361.741,361.741
174389,2016,Stuart M. Huizinga,MALE,53.0,,,,,,300.481,300.481
174389,2016,Robert S. Hurley,MALE,56.0,,,,,,272.892,272.892
174389,2016,William T. Shaughnessy,MALE,51.0,,,,,,335.19199999999995,335.19199999999995
174389,2016,Tom G. Tsao,MALE,45.0,,,,,,366.154,366.154
174389,2016,David Kirsten Francis,MALE,49.0,,,,,,159.231,159.231
174389,2016,Scott N. Flanders,MALE,60.0,,,CEO,2016/05/31,,332.30800000000005,332.30800000000005
174389,2017,Robert S. Hurley,MALE,57.0,,,,,,313.508,313.508
174389,2017,Tom G. Tsao,MALE,46.0,,,,,,160.769,160.769
174389,2017,David Kirsten Francis,MALE,50.0,,,,,,390.769,390.769
174389,2017,Scott N. Flanders,MALE,61.0,,,CEO,2016/05/31,,600.0,600.0
174389,2017,Timothy C. Hannan,MALE,39.0,,,,,,144.231,144.231
11313,2015,Albert H. Nahmad,MALE,74.0,,,CEO,1972/12/01,,1077.096,1077.096
11313,2015,Barry S. Logan,MALE,52.0,,,,,,430.471,430.471
11313,2015,Ana M. Menendez,FEMALE,50.0,,,,,,346.356,346.356
11313,2015,Aaron J. Nahmad,MALE,34.0,,,,,,259.74,259.74
11313,2016,Albert H. Nahmad,MALE,75.0,,,CEO,1972/12/01,,660.0,660.0
11313,2016,Barry S. Logan,MALE,53.0,,,,,,391.5,491.5
11313,2016,Ana M. Menendez,FEMALE,51.0,,,,,,315.0,415.0
11313,2016,Aaron J. Nahmad,MALE,35.0,,,,,,485.50699999999995,868.007
11313,2017,Albert H. Nahmad,MALE,76.0,,,CEO,1972/12/01,,725.0,725.0
11313,2017,Barry S. Logan,MALE,54.0,,,,,,435.0,535.0
11313,2017,Ana M. Menendez,FEMALE,52.0,,,,,,350.0,450.0
11313,2017,Aaron J. Nahmad,MALE,36.0,,,,,,650.0,850.0
29206,2015,Bruce A. Campbell,MALE,63.0,,,CEO,2003/10/27,2018/09/01,620.999,620.999
29206,2015,Chris C. Ruble,MALE,52.0,,,,,,414.07199999999995,414.07199999999995
29206,2015,Rodney L. Bell,MALE,53.0,,,,,,358.10900000000015,358.10900000000015
29206,2015,Matthew J. Jewell,MALE,49.0,,,,,,413.24,413.24
29206,2015,Michael L. Hance,MALE,43.0,,,,,,334.2,334.2
29206,2016,Bruce A. Campbell,MALE,64.0,,,CEO,2003/10/27,2018/09/01,750.0,750.0
29206,2016,Chris C. Ruble,MALE,53.0,,,,,,450.0,450.0
29206,2016,Rodney L. Bell,MALE,54.0,,,,,,367.10900000000004,367.10900000000004
29206,2016,Matthew J. Jewell,MALE,50.0,,,,,,450.0,450.0
29206,2016,Michael L. Hance,MALE,44.0,,,,,,360.0,360.0
29206,2016,Michael Joseph Morris,MALE,47.0,,,,,,197.308,197.308
29206,2017,Bruce A. Campbell,MALE,65.0,,,CEO,2003/10/27,2018/09/01,750.0,750.0
29206,2017,Chris C. Ruble,MALE,54.0,,,,,,464.0,464.0
29206,2017,Matthew J. Jewell,MALE,51.0,,,,,,464.0,464.0
29206,2017,Michael L. Hance,MALE,45.0,,,,,,374.0,374.0
29206,2017,Michael Joseph Morris,MALE,48.0,,,,,,409.0,409.0
61576,2015,Kirk A. Benson,MALE,64.0,,,CEO,1999/04/01,2017/05/08,738.005,738.005
61576,2015,Harlan M. Hatfield,MALE,54.0,,,,,,323.024,323.024
61576,2015,"William H. Gehrmann, III",MALE,58.0,,,,,,319.183,389.389
61576,2015,Donald P. Newman,MALE,50.0,,,,,,352.37300000000016,352.37300000000016
61576,2015,Murphy K. Lents,MALE,63.0,,,,,,300.019,302.272
61576,2016,Kirk A. Benson,MALE,65.0,,,CEO,1999/04/01,2017/05/08,738.005,738.005
61576,2016,Harlan M. Hatfield,MALE,55.0,,,,,,334.339,334.339
61576,2016,"William H. Gehrmann, III",MALE,59.0,,,,,,341.515,341.515
61576,2016,Donald P. Newman,MALE,51.0,,,,,,362.939,362.939
61576,2016,Murphy K. Lents,MALE,64.0,,,,,,304.512,304.512
175308,2015,Matthias Alder,MALE,50.0,,,,,,388.981,388.981
175308,2015,"Matthew Maxwell Donley, M.B.A.",MALE,46.0,,,,,,347.675,347.675
175308,2015,"Peter S. Greenleaf, M.B.A.",MALE,45.0,,,CEO,2014/03/03,,565.288,565.288
175308,2015,"Peter A. Kiener, Ph.D.",MALE,63.0,,,,,,399.18800000000016,399.18800000000016
175308,2015,Peter Lichtlen,MALE,47.0,,,,,,360.64300000000003,360.64300000000003
175308,2015,Thomas J. Knapp,MALE,62.0,,,,,,144.653,144.653
175308,2015,Andrew P. Smith,MALE,52.0,,,,,,349.76800000000014,403.36800000000005
175308,2016,Matthias Alder,MALE,51.0,,,,,,400.9,400.9
175308,2016,"Matthew Maxwell Donley, M.B.A.",MALE,47.0,,,,,,390.876,390.876
175308,2016,"Peter S. Greenleaf, M.B.A.",MALE,46.0,,,CEO,2014/03/03,,652.991,652.991
175308,2016,"Peter A. Kiener, Ph.D.",MALE,64.0,,,,,,414.721,414.721
175308,2016,Andrew P. Smith,MALE,53.0,,,,,,364.51800000000003,364.51800000000003
65417,2015,David C. Novak,MALE,62.0,,,,1999/01/01,2014/12/31,1005.192,1005.192
65417,2015,Jing-Shyh Su,MALE,63.0,,,,,,1100.0,1100.0
65417,2015,Greg Creed,MALE,57.0,,,CEO,2015/01/01,2019/12/31,1104.615,1104.615
65417,2015,Muktesh Pant,MALE,60.0,,,,,,849.038,849.038
65417,2015,Patrick J. Grismer,MALE,53.0,,,,,,790.192,790.192
65417,2015,Brian R. Niccol,MALE,41.0,,,,,,697.688,697.688
65417,2016,Greg Creed,MALE,58.0,,,CEO,2015/01/01,2019/12/31,1188.942,1188.942
65417,2016,Muktesh Pant,MALE,61.0,,,,,,844.2310000000001,844.2310000000001
65417,2016,Patrick J. Grismer,MALE,54.0,,,,,,132.308,132.308
65417,2016,Brian R. Niccol,MALE,42.0,,,,,,803.846,803.846
65417,2016,David W. Gibbs,MALE,53.0,,,,2020/01/01,,792.115,792.115
65417,2016,"Roger G. Eaton, C.A.",MALE,55.0,,,,,,812.5,812.5
65417,2016,David Eric Russell,MALE,46.0,,,,,,476.86699999999996,656.867
65417,2016,Marc L. Kesselman,MALE,44.0,,,,,,530.769,1030.769
65417,2017,Greg Creed,MALE,59.0,,,CEO,2015/01/01,2019/12/31,1208.846,1208.846
65417,2017,Brian R. Niccol,MALE,43.0,,,,,,829.615,829.615
65417,2017,David W. Gibbs,MALE,54.0,,,,2020/01/01,,833.846,833.846
65417,2017,"Roger G. Eaton, C.A.",MALE,56.0,,,,,,821.154,821.154
65417,2017,David Eric Russell,MALE,47.0,,,,,,396.154,396.154
65417,2017,Marc L. Kesselman,MALE,45.0,,,,,,591.923,591.923
65417,2017,Tracy L. Skeans,FEMALE,44.0,,,,,,600.385,600.385
10507,2015,James A. Burke,MALE,47.0,2004/01/01,,,,,700.0,700.0
10507,2015,John Frederick Young,MALE,59.0,2008/01/01,,CEO,2008/01/29,2016/10/03,1350.0,1350.0
10507,2015,"Paul M. Keglevic, CPA",MALE,61.0,2008/07/01,,,2016/10/03,,785.0,785.0
10507,2015,Mark Allen McFarland,MALE,46.0,2008/07/01,,,,,700.0,700.0
10507,2015,Stacey H. Dor,FEMALE,42.0,,,,,,650.0,650.0
5870,2015,Darrel Thomas Anderson,MALE,57.0,,,CEO,2014/05/01,2020/01/01,671.154,671.154
5870,2015,Daniel B. Minor,MALE,58.0,,,,,,458.846,458.846
5870,2015,Rex Blackburn,MALE,59.0,,,,,,349.423,349.423
5870,2015,Lisa A. Grow,FEMALE,50.0,,,,2020/06/01,,319.231,319.231
5870,2015,Steven R. Keen,MALE,54.0,,,,,,343.846,343.846
5870,2016,Darrel Thomas Anderson,MALE,58.0,,,CEO,2014/05/01,2020/01/01,747.1160000000001,747.1160000000001
5870,2016,Daniel B. Minor,MALE,59.0,,,,,,250.017,250.017
